"Yrkesområde","SSYK 2012","Yrkesgrupp","Yrkesbenämning"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Arkivarie"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Bibliotekarie"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Bibliotekskonsulent"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Bildarkivarie"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Dokumentalist"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Filmarkivarie"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Informationsmäklare"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Informationsspecialist"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Krigsarkivarie"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Musikbibliotekarie"
"Kultur, media, design","2622","Bibliotekarier och arkivarier","Skolbibliotekarie"
"Kultur, media, design","2641","Författare m.fl.","Dramatiker"
"Kultur, media, design","2641","Författare m.fl.","Dramaturg"
"Kultur, media, design","2641","Författare m.fl.","Författare"
"Kultur, media, design","2641","Författare m.fl.","Förlagsredaktör"
"Kultur, media, design","2641","Författare m.fl.","Korsordsmakare/Korsordskonstruktör"
"Kultur, media, design","2641","Författare m.fl.","Manusförfattare"
"Kultur, media, design","2641","Författare m.fl.","Redigerare"
"Kultur, media, design","2641","Författare m.fl.","Teknisk redaktör"
"Kultur, media, design","2642","Journalister m.fl.","Bildredaktör"
"Kultur, media, design","2642","Journalister m.fl.","Efterbearbetningsredaktör"
"Kultur, media, design","2642","Journalister m.fl.","Journalist"
"Kultur, media, design","2642","Journalister m.fl.","Medicinsk skribent"
"Kultur, media, design","2642","Journalister m.fl.","Nattchef, redaktion"
"Kultur, media, design","2642","Journalister m.fl.","Recensent"
"Kultur, media, design","2642","Journalister m.fl.","Redaktionssekreterare"
"Kultur, media, design","2642","Journalister m.fl.","Redaktör"
"Kultur, media, design","2642","Journalister m.fl.","Teknisk skribent/Teknikinformatör"
"Kultur, media, design","2642","Journalister m.fl.","Videojournalist/Videoreporter"
"Kultur, media, design","2642","Journalister m.fl.","Webbredaktör"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Forskare, språk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Konferenstolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Kontakttolk/Dialogtolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Lexikograf"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Lingvist"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Lokaliserare"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Mediatextare"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Översättare, facktexter"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Översättare, skönlitteratur"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Rättstolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Sjukvårdstolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Skrivtolk/Vuxendövtolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Språkkonsult"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Språkteknolog"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Syntolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Taltjänsttolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Teckenspråkstolk/Dövblindtolk"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Terminolog"
"Kultur, media, design","2643","Översättare, tolkar och lingvister m.fl.","Tolk"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Illustratör"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Konservator"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Konstnär"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Konstsmed"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Möbelrenoverare/Möbelrestauratör"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Preparator/Taxidermist"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Serietecknare"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Skulptör"
"Kultur, media, design","2651","Bildkonstnärer m.fl.","Textilkonstnär"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Arrangör, musik"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Dirigent"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Kantor/Kyrkomusiker"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Kapellmästare"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Kompositör"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Konsertmästare"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Kördirigent"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Körledare"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Musiker"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Notskrivare"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Organist"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Orkesterledare"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Repetitör, musik"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Sångare"
"Kultur, media, design","2652","Musiker, sångare och kompositörer","Tonsättare"
"Kultur, media, design","2653","Koreografer och dansare","Balettmästare"
"Kultur, media, design","2653","Koreografer och dansare","Dansare"
"Kultur, media, design","2653","Koreografer och dansare","Koreograf"
"Kultur, media, design","2653","Koreografer och dansare","Koreolog"
"Kultur, media, design","2653","Koreografer och dansare","Repetitör, dans"
"Kultur, media, design","2653","Koreografer och dansare","Repetitör, opera"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Koordinator: kultur, media, film, dataspel"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Linjeproducent"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Producent: kultur, media, film, dataspel"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Produktionsledare: kultur, media, film, dataspel"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Produktionsplanerare: kultur, media, film, dataspel"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Projektledare: kultur, media, film, dataspel"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Regissör"
"Kultur, media, design","2654","Regissörer och producenter av film, teater m.m.","Rollsättare"
"Kultur, media, design","2655","Skådespelare","Clown"
"Kultur, media, design","2655","Skådespelare","Dockspelare"
"Kultur, media, design","2655","Skådespelare","Mimare"
"Kultur, media, design","2655","Skådespelare","Mimskådespelare"
"Kultur, media, design","2655","Skådespelare","Musikalartist"
"Kultur, media, design","2655","Skådespelare","Skådespelare"
"Kultur, media, design","3431","Fotografer","B-fotograf"
"Kultur, media, design","3431","Fotografer","Director of photography/DoP/Filmfotograf"
"Kultur, media, design","3431","Fotografer","Fotograf"
"Kultur, media, design","3431","Fotografer","Fotografassistent"
"Kultur, media, design","3431","Fotografer","Retuschör/Bildbehandlare"
"Kultur, media, design","3431","Fotografer","TV-fotograf"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Butikskommunikatör/Visual merchandiser"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Dekorationsmålare, bygg"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Dekorationsmålare, skyltning"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Dekormålare"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Inredningsdesigner"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Köksarkitekt"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Produktionsdesigner: kultur, media, film, dataspel"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Scenograf"
"Kultur, media, design","3432","Inredare, dekoratörer och scenografer m.fl.","Scenografassistent"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Attributör"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","First assistant director"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Inspelningsassistent"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Inspelningsledare"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Inspicient"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Intimitetskoordinator"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Location scout/Platsletare, film"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Platschef, film/Platschef, TV"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Produktionsassistent: kultur, media, film, dataspel"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Produktionsteknisk samordnare/PTS"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Programsekreterare"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Regiassistent"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Rekvisitör"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Rekvisitörsassistent"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Scripta"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Second assistant director/SAD"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Studioman"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Stuntkoordinator"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Sufflör"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Teknisk produktionsledare/TPL"
"Kultur, media, design","3433","Inspicienter och scriptor m.fl.","Third assistant director/TAD"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Akrobat"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Cirkusartist"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Discjockey"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Illusionist"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Imitatör"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Inläsare"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Jonglör"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Konferencier"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Lindansare"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Moderator"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Programledare"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Programpresentatör"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Programvärd/Programvärdinna"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Showartist"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Stand-up-komiker"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Statist"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Stuntman"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Trapetskonstnär"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Trollkarl"
"Kultur, media, design","3439","Övriga yrken inom kultur och underhållning","Varietéartist"
"Kultur, media, design","3521","Bild- och sändningstekniker","Animationsoperatör"
"Kultur, media, design","3521","Bild- och sändningstekniker","Bildingenjör/BING, film/BING, TV"
"Kultur, media, design","3521","Bild- och sändningstekniker","Bildmixer"
"Kultur, media, design","3521","Bild- och sändningstekniker","Bildproducent"
"Kultur, media, design","3521","Bild- och sändningstekniker","Biografmaskinist"
"Kultur, media, design","3521","Bild- och sändningstekniker","Colorist"
"Kultur, media, design","3521","Bild- och sändningstekniker","Digital Imaging Technician/DIT/Loggare"
"Kultur, media, design","3521","Bild- och sändningstekniker","Filmklippare"
"Kultur, media, design","3521","Bild- och sändningstekniker","Filmtekniker"
"Kultur, media, design","3521","Bild- och sändningstekniker","Inspelningstekniker"
"Kultur, media, design","3521","Bild- och sändningstekniker","Kameraassistent"
"Kultur, media, design","3521","Bild- och sändningstekniker","Klippassistent"
"Kultur, media, design","3521","Bild- och sändningstekniker","OB-assistent"
"Kultur, media, design","3521","Bild- och sändningstekniker","OB-tekniker"
"Kultur, media, design","3521","Bild- och sändningstekniker","Redigerare, rörlig bild"
"Kultur, media, design","3521","Bild- och sändningstekniker","Sändningstekniker"
"Kultur, media, design","3521","Bild- och sändningstekniker","Studiotekniker"
"Kultur, media, design","3521","Bild- och sändningstekniker","Technical Operation Manager/TOM"
"Kultur, media, design","3521","Bild- och sändningstekniker","Videotekniker/VB-tekniker"
